0,49.43240454076368
1,-1.7492322072372815
2,-9.052408681842245
3,17.708333333333336
4,-8.804627249357326
5,-29.05100064557779
6,21.33238837703756
7,-22.421116504854368
8,-23.671947809878844
9,53.86363636363637
10,-17.477203647416413
11,19.290465631929045
12,50.772986167615954
13,108.14545454545454
14,-32.007952286282304
15,-4.761904761904762
16,1.076487252124646
17,-2.332070958740283
18,36.20608899297424
19,-16.802443991853362
20,16.1068044788975
21,-12.372708757637474
22,4.436405178979436
23,29.439252336448597
24,-9.291384886798
25,-0.364741641337386
26,-21.68823166974738
27,22.135543637250123
28,-20.135363790186126
29,15.88170865279299
30,-15.666666666666668
31,16.161342717920952
32,52.408026755852845
33,25.77873254564984
34,25.61349693251534
35,42.328581126951796
36,-4.468560485157996
37,1.2650948821161587
38,26.848476009916872
39,46.666666666666664
40,-17.366628830874006
41,132.8358208955224
42,14.462081128747794
43,22.202380952380953
44,
45,
