,Date,Cluster,Population,White,Black,Asian/Pacific,Native American,Dependency Ratio,M/F Ratio,Own/Rent Ratio,HS Max %,College Educated %,Native Born %,Naturalized %,No Citizen %,Poverty Below 100,Poverty 100-149,Mean Income,Median Rent Price,Median Price Asked,Total Crimes,Violent Crimes,Theft Crimes,Population Q-Score,Poverty Q-Score,Income Q-Score,Home Q-Score,Crime Q-Score,Total Q-Score
16,2012-05,Cluster 1,17615.0,13293.0,2019.0,1334.0,79.0,0.17121010638297873,1.0494473531122746,0.6929034756510795,0.09542525773195876,0.9045747422680412,0.7896111268804996,0.08010218563724099,0.13028668748225944,1118.0,606.0,117899.0,1371.16,3110600.0,82,3,79,2.0,2.0,2.0,4.0,-1.0,2.0
17,2012-06,Cluster 1,17615.0,13293.0,2019.0,1334.0,79.0,0.17121010638297873,1.0494473531122746,0.6929034756510795,0.09542525773195876,0.9045747422680412,0.7896111268804996,0.08010218563724099,0.13028668748225944,1118.0,606.0,117899.0,1371.16,3103500.0,58,4,54,2.0,2.0,2.0,4.0,0.0,2.2
18,2012-07,Cluster 1,17615.0,13293.0,2019.0,1334.0,79.0,0.17121010638297873,1.0494473531122746,0.6929034756510795,0.09542525773195876,0.9045747422680412,0.7896111268804996,0.08010218563724099,0.13028668748225944,1118.0,606.0,117899.0,1371.16,3123600.0,87,2,85,2.0,2.0,2.0,4.0,-2.0,1.7999999999999998
19,2012-08,Cluster 1,17615.0,13293.0,2019.0,1334.0,79.0,0.17121010638297873,1.0494473531122746,0.6929034756510795,0.09542525773195876,0.9045747422680412,0.7896111268804996,0.08010218563724099,0.13028668748225944,1118.0,606.0,117899.0,1371.16,3165200.0,81,3,78,2.0,2.0,2.0,4.0,-1.0,2.0
20,2012-09,Cluster 1,17615.0,13293.0,2019.0,1334.0,79.0,0.17121010638297873,1.0494473531122746,0.6929034756510795,0.09542525773195876,0.9045747422680412,0.7896111268804996,0.08010218563724099,0.13028668748225944,1118.0,606.0,117899.0,1371.16,3190900.0,80,7,73,2.0,2.0,2.0,4.0,-2.0,1.7999999999999998
21,2012-10,Cluster 1,17615.0,13293.0,2019.0,1334.0,79.0,0.17121010638297873,1.0494473531122746,0.6929034756510795,0.09542525773195876,0.9045747422680412,0.7896111268804996,0.08010218563724099,0.13028668748225944,1118.0,606.0,117899.0,1371.16,3196500.0,105,4,101,2.0,2.0,2.0,4.0,-2.0,1.7999999999999998
22,2012-11,Cluster 1,17615.0,13293.0,2019.0,1334.0,79.0,0.17121010638297873,1.0494473531122746,0.6929034756510795,0.09542525773195876,0.9045747422680412,0.7896111268804996,0.08010218563724099,0.13028668748225944,1118.0,606.0,117899.0,1371.16,3190900.0,116,3,113,2.0,2.0,2.0,4.0,-3.0,1.5999999999999999
23,2012-12,Cluster 1,17615.0,13293.0,2019.0,1334.0,79.0,0.17121010638297873,1.0494473531122746,0.6929034756510795,0.09542525773195876,0.9045747422680412,0.7896111268804996,0.08010218563724099,0.13028668748225944,1118.0,606.0,117899.0,1371.16,3193300.0,89,1,88,2.0,2.0,2.0,4.0,-2.0,1.7999999999999998
24,2013-01,Cluster 1,18344.0,14120.0,1855.0,1315.0,69.0,0.18310222508868107,1.0296525780039831,0.6512007249660172,0.08642357456819166,0.9135764254318084,0.7978630614914959,0.08095290013083296,0.12118403837767118,1354.0,773.0,122223.0,1402.74,3203800.0,58,1,57,2.0,1.0,2.0,4.0,-1.0,1.9
25,2013-02,Cluster 1,18344.0,14120.0,1855.0,1315.0,69.0,0.18310222508868107,1.0296525780039831,0.6512007249660172,0.08642357456819166,0.9135764254318084,0.7978630614914959,0.08095290013083296,0.12118403837767118,1354.0,773.0,122223.0,1402.74,3226500.0,55,1,54,2.0,1.0,2.0,4.0,-1.0,1.9
26,2013-03,Cluster 1,18344.0,14120.0,1855.0,1315.0,69.0,0.18310222508868107,1.0296525780039831,0.6512007249660172,0.08642357456819166,0.9135764254318084,0.7978630614914959,0.08095290013083296,0.12118403837767118,1354.0,773.0,122223.0,1402.74,3234400.0,79,3,76,2.0,1.0,2.0,4.0,-2.0,1.7
27,2013-04,Cluster 1,18344.0,14120.0,1855.0,1315.0,69.0,0.18310222508868107,1.0296525780039831,0.6512007249660172,0.08642357456819166,0.9135764254318084,0.7978630614914959,0.08095290013083296,0.12118403837767118,1354.0,773.0,122223.0,1402.74,3222100.0,82,5,77,2.0,1.0,2.0,4.0,-2.0,1.7
28,2013-05,Cluster 1,18344.0,14120.0,1855.0,1315.0,69.0,0.18310222508868107,1.0296525780039831,0.6512007249660172,0.08642357456819166,0.9135764254318084,0.7978630614914959,0.08095290013083296,0.12118403837767118,1354.0,773.0,122223.0,1402.74,3199400.0,79,4,75,2.0,1.0,2.0,4.0,-1.0,1.9
