,n_cluster,year_month,num_crimes,violent_cm,theft_cm,m_score
2006,Cluster 4,2013-03,64,1,63,5.522727272727273
2007,Cluster 4,2013-04,89,2,87,27.545454545454547
2008,Cluster 4,2013-05,92,4,88,19.63636363636364
2009,Cluster 4,2013-06,90,2,88,17.727272727272734
2010,Cluster 4,2013-07,99,0,99,26.681818181818187
2011,Cluster 4,2013-08,100,2,98,25.61363636363636
2012,Cluster 4,2013-09,103,1,102,26.88636363636364
2013,Cluster 4,2013-10,71,4,67,-3.4545454545454533
2014,Cluster 4,2013-11,57,1,56,-9.977272727272734
2015,Cluster 4,2013-12,76,3,73,7.38636363636364
2016,Cluster 4,2014-01,77,2,75,11.977272727272734
2017,Cluster 4,2014-02,62,5,57,12.045454545454547
2018,Cluster 4,2014-03,57,4,53,1.2272727272727266
2019,Cluster 4,2014-04,74,2,72,11.840909090909093
2020,Cluster 4,2014-05,117,3,114,45.13636363636364
2021,Cluster 4,2014-06,103,1,102,26.931818181818187
2022,Cluster 4,2014-07,111,1,110,26.840909090909093
2023,Cluster 4,2014-08,98,0,98,11.0
2024,Cluster 4,2014-09,80,1,79,-4.11363636363636
2025,Cluster 4,2014-10,83,2,81,-4.0909090909090935
2026,Cluster 4,2014-11,106,1,105,30.568181818181813
2027,Cluster 4,2014-12,91,1,90,21.5
2028,Cluster 4,2015-01,100,5,95,34.727272727272734
2029,Cluster 4,2015-02,58,4,54,15.090909090909093
2030,Cluster 4,2015-03,65,2,63,8.75
2031,Cluster 4,2015-04,87,0,87,20.454545454545453
2032,Cluster 4,2015-05,65,2,63,-10.909090909090907
2033,Cluster 4,2015-06,85,1,84,7.704545454545453
2034,Cluster 4,2015-07,96,2,94,13.5
2035,Cluster 4,2015-08,106,1,105,27.431818181818187
2036,Cluster 4,2015-09,99,1,98,25.181818181818187
2037,Cluster 4,2015-10,100,1,99,22.772727272727266
2038,Cluster 4,2015-11,117,2,115,45.90909090909091
2039,Cluster 4,2015-12,85,3,82,8.61363636363636
2040,Cluster 40,2011-01,1,0,1,-50.22727272727273
2041,Cluster 40,2011-02,3,0,3,-45.34090909090909
2042,Cluster 40,2011-03,1,0,1,-57.02272727272727
2043,Cluster 40,2011-04,2,0,2,-53.11363636363637
2044,Cluster 40,2011-05,1,0,1,-63.272727272727266
2045,Cluster 40,2011-06,1,0,1,-65.93181818181819
2046,Cluster 40,2011-07,3,2,1,-65.52272727272727
2047,Cluster 40,2011-08,4,0,4,-63.61363636363636
2048,Cluster 40,2011-09,2,1,1,-65.36363636363636
2049,Cluster 40,2011-10,3,1,2,-70.93181818181819
2050,Cluster 40,2011-11,1,0,1,-67.36363636363636
2051,Cluster 40,2011-12,2,0,2,-67.56818181818181
2052,Cluster 40,2012-01,1,0,1,-66.45454545454545
2053,Cluster 40,2012-02,0,0,0,-54.06818181818182
2054,Cluster 40,2012-03,2,2,0,-54.86363636363637
2055,Cluster 40,2012-04,1,0,1,-57.20454545454545
2056,Cluster 40,2012-05,4,1,3,-62.56818181818181
2057,Cluster 40,2012-06,3,2,1,-64.79545454545455
2058,Cluster 40,2012-07,1,0,1,-72.18181818181819
2059,Cluster 40,2012-08,3,0,3,-74.6590909090909
2060,Cluster 40,2012-09,1,0,1,-69.1590909090909
2061,Cluster 40,2012-10,2,1,1,-72.61363636363636
2062,Cluster 40,2012-11,1,0,1,-64.43181818181819
2063,Cluster 40,2012-12,0,0,0,-67.6590909090909
2064,Cluster 40,2013-01,3,1,2,-60.72727272727273
2065,Cluster 40,2013-02,0,0,0,-50.79545454545455
2066,Cluster 40,2013-03,1,0,1,-57.47727272727273
2067,Cluster 40,2013-04,1,0,1,-60.45454545454545
2068,Cluster 40,2013-05,3,1,2,-69.36363636363636
2069,Cluster 40,2013-06,0,0,0,-72.27272727272727
2070,Cluster 40,2013-07,1,0,1,-71.31818181818181
2071,Cluster 40,2013-08,3,3,0,-71.38636363636364
2072,Cluster 40,2013-09,2,0,2,-74.11363636363636
2073,Cluster 40,2013-10,4,1,3,-70.45454545454545
2074,Cluster 40,2013-11,1,0,1,-65.97727272727273
2075,Cluster 40,2013-12,3,0,3,-65.61363636363636
2076,Cluster 40,2014-01,0,0,0,-65.02272727272727
2077,Cluster 40,2014-02,1,0,1,-48.95454545454545
2078,Cluster 40,2014-03,3,1,2,-52.77272727272727
2079,Cluster 40,2014-04,1,0,1,-61.15909090909091
2080,Cluster 40,2014-05,3,0,3,-68.86363636363636
2081,Cluster 40,2014-06,1,0,1,-75.06818181818181
2082,Cluster 40,2014-07,2,0,2,-82.1590909090909
2083,Cluster 40,2014-08,3,0,3,-84.0
2084,Cluster 40,2014-09,6,0,6,-78.11363636363636
2085,Cluster 40,2014-10,2,0,2,-85.0909090909091
2086,Cluster 40,2014-11,1,0,1,-74.43181818181819
2087,Cluster 40,2014-12,1,0,1,-68.5
2088,Cluster 40,2015-01,1,0,1,-64.27272727272727
2089,Cluster 40,2015-02,4,0,4,-38.90909090909091
2090,Cluster 40,2015-03,1,1,0,-55.25
2091,Cluster 40,2015-04,1,0,1,-65.54545454545455
2092,Cluster 40,2015-05,0,0,0,-75.9090909090909
2093,Cluster 40,2015-06,1,0,1,-76.29545454545455
2094,Cluster 40,2015-07,3,0,3,-79.5
2095,Cluster 40,2015-08,3,0,3,-75.56818181818181
2096,Cluster 40,2015-09,1,0,1,-72.81818181818181
2097,Cluster 40,2015-10,1,0,1,-76.22727272727273
2098,Cluster 40,2015-11,3,0,3,-68.0909090909091
2099,Cluster 40,2015-12,3,0,3,-73.38636363636364
2100,Cluster 41,2011-01,2,0,2,-49.22727272727273
2101,Cluster 41,2011-02,2,0,2,-46.34090909090909
2102,Cluster 41,2011-03,0,0,0,-58.02272727272727
2103,Cluster 41,2011-04,2,0,2,-53.11363636363637
2104,Cluster 41,2011-05,0,0,0,-64.27272727272727
2105,Cluster 41,2011-06,0,0,0,-66.93181818181819
2106,Cluster 41,2011-07,2,0,2,-66.52272727272727
2107,Cluster 41,2011-08,1,0,1,-66.61363636363636
2108,Cluster 41,2011-09,2,0,2,-65.36363636363636
2109,Cluster 41,2011-10,5,0,5,-68.93181818181819
2110,Cluster 41,2011-11,2,0,2,-66.36363636363636
2111,Cluster 41,2011-12,0,0,0,-69.56818181818181
2112,Cluster 41,2012-01,2,0,2,-65.45454545454545
2113,Cluster 41,2012-02,1,0,1,-53.06818181818182
2114,Cluster 41,2012-03,1,0,1,-55.86363636363637
2115,Cluster 41,2012-04,1,0,1,-57.20454545454545
2116,Cluster 41,2012-05,2,0,2,-64.56818181818181
2117,Cluster 41,2012-06,0,0,0,-67.79545454545455
2118,Cluster 41,2012-07,1,0,1,-72.18181818181819
2119,Cluster 41,2012-08,0,0,0,-77.6590909090909
2120,Cluster 41,2012-09,3,0,3,-67.1590909090909
2121,Cluster 41,2012-10,2,0,2,-72.61363636363636
2122,Cluster 41,2012-11,1,0,1,-64.43181818181819
2123,Cluster 41,2012-12,0,0,0,-67.6590909090909
2124,Cluster 41,2013-01,0,0,0,-63.72727272727273
2125,Cluster 41,2013-02,0,0,0,-50.79545454545455
2126,Cluster 41,2013-03,0,0,0,-58.47727272727273
2127,Cluster 41,2013-04,0,0,0,-61.45454545454545
2128,Cluster 41,2013-05,1,0,1,-71.36363636363636
2129,Cluster 41,2013-06,1,0,1,-71.27272727272727
2130,Cluster 41,2013-07,1,0,1,-71.31818181818181
2131,Cluster 41,2013-08,0,0,0,-74.38636363636364
2132,Cluster 41,2013-09,1,1,0,-75.11363636363636
2133,Cluster 41,2013-10,0,0,0,-74.45454545454545
2134,Cluster 41,2013-11,0,0,0,-66.97727272727273
2135,Cluster 41,2013-12,1,0,1,-67.61363636363636
2136,Cluster 41,2014-01,0,0,0,-65.02272727272727
2137,Cluster 41,2014-02,0,0,0,-49.95454545454545
2138,Cluster 41,2014-03,2,0,2,-53.77272727272727
2139,Cluster 41,2014-04,1,0,1,-61.15909090909091
2140,Cluster 41,2014-05,1,0,1,-70.86363636363636
2141,Cluster 41,2014-06,1,0,1,-75.06818181818181
2142,Cluster 41,2014-07,2,0,2,-82.1590909090909
2143,Cluster 41,2014-08,1,0,1,-86.0
2144,Cluster 41,2014-09,1,0,1,-83.11363636363636
2145,Cluster 41,2014-10,1,0,1,-86.0909090909091
2146,Cluster 41,2014-11,0,0,0,-75.43181818181819
2147,Cluster 41,2014-12,2,0,2,-67.5
2148,Cluster 41,2015-01,0,0,0,-65.27272727272727
2149,Cluster 41,2015-02,0,0,0,-42.90909090909091
2150,Cluster 41,2015-03,0,0,0,-56.25
2151,Cluster 41,2015-04,0,0,0,-66.54545454545455
2152,Cluster 41,2015-05,2,0,2,-73.9090909090909
2153,Cluster 41,2015-06,0,0,0,-77.29545454545455
2154,Cluster 41,2015-07,1,0,1,-81.5
2155,Cluster 41,2015-08,1,0,1,-77.56818181818181
2156,Cluster 41,2015-09,0,0,0,-73.81818181818181
2157,Cluster 41,2015-10,0,0,0,-77.22727272727273
2158,Cluster 41,2015-11,0,0,0,-71.0909090909091
2159,Cluster 41,2015-12,0,0,0,-76.38636363636364
2160,Cluster 42,2011-01,0,0,0,-51.22727272727273
2161,Cluster 42,2011-02,0,0,0,-48.34090909090909
2162,Cluster 42,2011-03,0,0,0,-58.02272727272727
2163,Cluster 42,2011-04,0,0,0,-55.11363636363637
2164,Cluster 42,2011-05,0,0,0,-64.27272727272727
2165,Cluster 42,2011-06,1,0,1,-65.93181818181819
2166,Cluster 42,2011-07,0,0,0,-68.52272727272727
2167,Cluster 42,2011-08,0,0,0,-67.61363636363636
2168,Cluster 42,2011-09,0,0,0,-67.36363636363636
2169,Cluster 42,2011-10,0,0,0,-73.93181818181819
2170,Cluster 42,2011-11,0,0,0,-68.36363636363636
2171,Cluster 42,2011-12,0,0,0,-69.56818181818181
2172,Cluster 42,2012-01,0,0,0,-67.45454545454545
2173,Cluster 42,2012-02,0,0,0,-54.06818181818182
2174,Cluster 42,2012-03,0,0,0,-56.86363636363637
2175,Cluster 42,2012-04,0,0,0,-58.20454545454545
2176,Cluster 42,2012-05,1,0,1,-65.56818181818181
2177,Cluster 42,2012-06,0,0,0,-67.79545454545455
2178,Cluster 42,2012-07,0,0,0,-73.18181818181819
2179,Cluster 42,2012-08,0,0,0,-77.6590909090909
2180,Cluster 42,2012-09,0,0,0,-70.1590909090909
2181,Cluster 42,2012-10,0,0,0,-74.61363636363636
2182,Cluster 42,2012-11,0,0,0,-65.43181818181819
2183,Cluster 42,2012-12,0,0,0,-67.6590909090909
2184,Cluster 42,2013-01,0,0,0,-63.72727272727273
2185,Cluster 42,2013-02,0,0,0,-50.79545454545455
2186,Cluster 42,2013-03,0,0,0,-58.47727272727273
2187,Cluster 42,2013-04,0,0,0,-61.45454545454545
2188,Cluster 42,2013-05,0,0,0,-72.36363636363636
2189,Cluster 42,2013-06,0,0,0,-72.27272727272727
2190,Cluster 42,2013-07,0,0,0,-72.31818181818181
2191,Cluster 42,2013-08,0,0,0,-74.38636363636364
2192,Cluster 42,2013-09,0,0,0,-76.11363636363636
2193,Cluster 42,2013-10,0,0,0,-74.45454545454545
2194,Cluster 42,2013-11,0,0,0,-66.97727272727273
2195,Cluster 42,2013-12,0,0,0,-68.61363636363636
2196,Cluster 42,2014-01,0,0,0,-65.02272727272727
2197,Cluster 42,2014-02,0,0,0,-49.95454545454545
2198,Cluster 42,2014-03,0,0,0,-55.77272727272727
2199,Cluster 42,2014-04,0,0,0,-62.15909090909091
2200,Cluster 42,2014-05,0,0,0,-71.86363636363636
2201,Cluster 42,2014-06,0,0,0,-76.06818181818181
2202,Cluster 42,2014-07,0,0,0,-84.1590909090909
2203,Cluster 42,2014-08,0,0,0,-87.0
2204,Cluster 42,2014-09,0,0,0,-84.11363636363636
2205,Cluster 42,2014-10,0,0,0,-87.0909090909091
2206,Cluster 42,2014-11,1,0,1,-74.43181818181819
2207,Cluster 42,2014-12,0,0,0,-69.5
2208,Cluster 42,2015-01,0,0,0,-65.27272727272727
2209,Cluster 42,2015-02,0,0,0,-42.90909090909091
2210,Cluster 42,2015-03,0,0,0,-56.25
2211,Cluster 42,2015-04,0,0,0,-66.54545454545455
2212,Cluster 42,2015-05,0,0,0,-75.9090909090909
2213,Cluster 42,2015-06,0,0,0,-77.29545454545455
2214,Cluster 42,2015-07,0,0,0,-82.5
2215,Cluster 42,2015-08,0,0,0,-78.56818181818181
2216,Cluster 42,2015-09,0,0,0,-73.81818181818181
2217,Cluster 42,2015-10,0,0,0,-77.22727272727273
2218,Cluster 42,2015-11,0,0,0,-71.0909090909091
2219,Cluster 42,2015-12,0,0,0,-76.38636363636364
2220,Cluster 43,2011-01,3,0,3,-48.22727272727273
2221,Cluster 43,2011-02,6,1,5,-42.34090909090909
2222,Cluster 43,2011-03,3,0,3,-55.02272727272727
2223,Cluster 43,2011-04,4,0,4,-51.11363636363637
2224,Cluster 43,2011-05,10,0,10,-54.272727272727266
2225,Cluster 43,2011-06,4,0,4,-62.93181818181819
2226,Cluster 43,2011-07,4,1,3,-64.52272727272727
2227,Cluster 43,2011-08,1,0,1,-66.61363636363636
2228,Cluster 43,2011-09,4,0,4,-63.36363636363636
2229,Cluster 43,2011-10,7,1,6,-66.93181818181819
2230,Cluster 43,2011-11,6,1,5,-62.36363636363636
2231,Cluster 43,2011-12,5,1,4,-64.56818181818181
2232,Cluster 43,2012-01,7,0,7,-60.45454545454545
2233,Cluster 43,2012-02,2,0,2,-52.06818181818182
2234,Cluster 43,2012-03,5,0,5,-51.86363636363637
2235,Cluster 43,2012-04,4,2,2,-54.20454545454545
2236,Cluster 43,2012-05,4,1,3,-62.56818181818181
2237,Cluster 43,2012-06,0,0,0,-67.79545454545455
2238,Cluster 43,2012-07,0,0,0,-73.18181818181819
2239,Cluster 43,2012-08,7,2,5,-70.6590909090909
2240,Cluster 43,2012-09,0,0,0,-70.1590909090909
2241,Cluster 43,2012-10,6,1,5,-68.61363636363636
2242,Cluster 43,2012-11,3,0,3,-62.43181818181819
2243,Cluster 43,2012-12,5,1,4,-62.65909090909091
2244,Cluster 43,2013-01,3,2,1,-60.72727272727273
2245,Cluster 43,2013-02,2,1,1,-48.79545454545455
2246,Cluster 43,2013-03,3,1,2,-55.47727272727273
2247,Cluster 43,2013-04,6,1,5,-55.45454545454545
2248,Cluster 43,2013-05,4,0,4,-68.36363636363636
2249,Cluster 43,2013-06,5,1,4,-67.27272727272727
2250,Cluster 43,2013-07,6,1,5,-66.31818181818181
2251,Cluster 43,2013-08,5,0,5,-69.38636363636364
2252,Cluster 43,2013-09,5,0,5,-71.11363636363636
2253,Cluster 43,2013-10,8,0,8,-66.45454545454545
2254,Cluster 43,2013-11,7,0,7,-59.977272727272734
2255,Cluster 43,2013-12,7,1,6,-61.61363636363636
2256,Cluster 43,2014-01,5,1,4,-60.022727272727266
2257,Cluster 43,2014-02,3,0,3,-46.95454545454545
2258,Cluster 43,2014-03,7,1,6,-48.77272727272727
2259,Cluster 43,2014-04,6,0,6,-56.15909090909091
2260,Cluster 43,2014-05,3,0,3,-68.86363636363636
2261,Cluster 43,2014-06,2,0,2,-74.06818181818181
2262,Cluster 43,2014-07,4,0,4,-80.1590909090909
2263,Cluster 43,2014-08,6,1,5,-81.0
2264,Cluster 43,2014-09,5,0,5,-79.11363636363636
2265,Cluster 43,2014-10,9,0,9,-78.0909090909091
2266,Cluster 43,2014-11,1,1,0,-74.43181818181819
2267,Cluster 43,2014-12,5,0,5,-64.5
2268,Cluster 43,2015-01,7,1,6,-58.272727272727266
2269,Cluster 43,2015-02,0,0,0,-42.90909090909091
2270,Cluster 43,2015-03,3,1,2,-53.25
2271,Cluster 43,2015-04,7,2,5,-59.54545454545455
2272,Cluster 43,2015-05,3,0,3,-72.9090909090909
2273,Cluster 43,2015-06,6,2,4,-71.29545454545455
2274,Cluster 43,2015-07,4,1,3,-78.5
2275,Cluster 43,2015-08,3,0,3,-75.56818181818181
2276,Cluster 43,2015-09,8,3,5,-65.81818181818181
2277,Cluster 43,2015-10,12,5,7,-65.22727272727273
2278,Cluster 43,2015-11,7,1,6,-64.0909090909091
2279,Cluster 43,2015-12,7,4,3,-69.38636363636364
2280,Cluster 44,2011-01,10,0,10,-41.22727272727273
2281,Cluster 44,2011-02,8,0,8,-40.34090909090909
2282,Cluster 44,2011-03,6,1,5,-52.02272727272727
2283,Cluster 44,2011-04,12,1,11,-43.11363636363637
2284,Cluster 44,2011-05,16,2,14,-48.272727272727266
2285,Cluster 44,2011-06,16,1,15,-50.93181818181819
2286,Cluster 44,2011-07,12,1,11,-56.522727272727266
2287,Cluster 44,2011-08,22,0,22,-45.61363636363636
2288,Cluster 44,2011-09,13,0,13,-54.36363636363636
2289,Cluster 44,2011-10,7,1,6,-66.93181818181819
2290,Cluster 44,2011-11,12,1,11,-56.36363636363636
2291,Cluster 44,2011-12,7,1,6,-62.56818181818181
2292,Cluster 44,2012-01,8,1,7,-59.45454545454545
2293,Cluster 44,2012-02,8,0,8,-46.06818181818182
2294,Cluster 44,2012-03,7,1,6,-49.86363636363637
2295,Cluster 44,2012-04,6,2,4,-52.20454545454545
2296,Cluster 44,2012-05,8,3,5,-58.56818181818181
2297,Cluster 44,2012-06,15,0,15,-52.79545454545455
2298,Cluster 44,2012-07,11,2,9,-62.18181818181819
2299,Cluster 44,2012-08,10,0,10,-67.6590909090909
2300,Cluster 44,2012-09,11,2,9,-59.15909090909091
2301,Cluster 44,2012-10,14,0,14,-60.61363636363636
2302,Cluster 44,2012-11,10,0,10,-55.43181818181819
2303,Cluster 44,2012-12,8,2,6,-59.65909090909091
2304,Cluster 44,2013-01,8,2,6,-55.72727272727273
2305,Cluster 44,2013-02,15,1,14,-35.79545454545455
2306,Cluster 44,2013-03,1,0,1,-57.47727272727273
2307,Cluster 44,2013-04,9,2,7,-52.45454545454545
2308,Cluster 44,2013-05,10,0,10,-62.36363636363636
2309,Cluster 44,2013-06,9,2,7,-63.272727272727266
2310,Cluster 44,2013-07,9,2,7,-63.31818181818181
2311,Cluster 44,2013-08,12,3,9,-62.38636363636364
2312,Cluster 44,2013-09,8,1,7,-68.11363636363636
2313,Cluster 44,2013-10,12,2,10,-62.45454545454545
2314,Cluster 44,2013-11,11,1,10,-55.977272727272734
2315,Cluster 44,2013-12,4,0,4,-64.61363636363636
2316,Cluster 44,2014-01,6,4,2,-59.022727272727266
2317,Cluster 44,2014-02,6,1,5,-43.95454545454545
2318,Cluster 44,2014-03,5,0,5,-50.77272727272727
2319,Cluster 44,2014-04,4,2,2,-58.15909090909091
2320,Cluster 44,2014-05,9,2,7,-62.86363636363636
2321,Cluster 44,2014-06,10,2,8,-66.06818181818181
2322,Cluster 44,2014-07,14,0,14,-70.1590909090909
2323,Cluster 44,2014-08,12,1,11,-75.0
2324,Cluster 44,2014-09,9,2,7,-75.11363636363636
2325,Cluster 44,2014-10,16,2,14,-71.0909090909091
2326,Cluster 44,2014-11,3,0,3,-72.43181818181819
2327,Cluster 44,2014-12,8,0,8,-61.5
2328,Cluster 44,2015-01,4,0,4,-61.272727272727266
2329,Cluster 44,2015-02,6,2,4,-36.90909090909091
2330,Cluster 44,2015-03,4,1,3,-52.25
2331,Cluster 44,2015-04,9,3,6,-57.54545454545455
2332,Cluster 44,2015-05,6,1,5,-69.9090909090909
2333,Cluster 44,2015-06,7,1,6,-70.29545454545455
2334,Cluster 44,2015-07,13,1,12,-69.5
2335,Cluster 44,2015-08,10,3,7,-68.56818181818181
2336,Cluster 44,2015-09,7,0,7,-66.81818181818181
2337,Cluster 44,2015-10,2,1,1,-75.22727272727273
2338,Cluster 44,2015-11,8,1,7,-63.09090909090909
2339,Cluster 44,2015-12,10,3,7,-66.38636363636364
2340,Cluster 5,2011-01,42,1,41,-9.227272727272727
2341,Cluster 5,2011-02,28,2,26,-20.340909090909093
2342,Cluster 5,2011-03,53,1,52,-5.022727272727273
2343,Cluster 5,2011-04,41,1,40,-14.113636363636367
2344,Cluster 5,2011-05,51,0,51,-13.272727272727266
2345,Cluster 5,2011-06,65,2,63,-1.931818181818187
2346,Cluster 5,2011-07,41,1,40,-27.522727272727266
2347,Cluster 5,2011-08,46,1,45,-21.61363636363636
2348,Cluster 5,2011-09,40,2,38,-27.36363636363636
2349,Cluster 5,2011-10,50,4,46,-23.931818181818187
2350,Cluster 5,2011-11,51,0,51,-17.36363636363636
2351,Cluster 5,2011-12,48,3,45,-21.568181818181813
2352,Cluster 5,2012-01,26,1,25,-41.45454545454545
2353,Cluster 5,2012-02,36,1,35,-18.06818181818182
2354,Cluster 5,2012-03,45,1,44,-11.863636363636367
2355,Cluster 5,2012-04,34,1,33,-24.204545454545453
2356,Cluster 5,2012-05,39,2,37,-27.568181818181813
2357,Cluster 5,2012-06,52,4,48,-15.795454545454547
2358,Cluster 5,2012-07,48,3,45,-25.181818181818187
2359,Cluster 5,2012-08,55,1,54,-22.659090909090907
2360,Cluster 5,2012-09,39,2,37,-31.159090909090907
2361,Cluster 5,2012-10,61,3,58,-13.61363636363636
2362,Cluster 5,2012-11,35,0,35,-30.431818181818187
2363,Cluster 5,2012-12,40,1,39,-27.659090909090907
2364,Cluster 5,2013-01,47,0,47,-16.727272727272727
2365,Cluster 5,2013-02,29,2,27,-21.795454545454547
2366,Cluster 5,2013-03,34,1,33,-24.477272727272727
2367,Cluster 5,2013-04,35,0,35,-26.454545454545453
2368,Cluster 5,2013-05,35,0,35,-37.36363636363636
2369,Cluster 5,2013-06,53,3,50,-19.272727272727266
2370,Cluster 5,2013-07,47,2,45,-25.318181818181813
2371,Cluster 5,2013-08,50,1,49,-24.38636363636364
2372,Cluster 5,2013-09,54,1,53,-22.11363636363636
2373,Cluster 5,2013-10,41,0,41,-33.45454545454545
2374,Cluster 5,2013-11,36,0,36,-30.977272727272734
2375,Cluster 5,2013-12,45,2,43,-23.61363636363636
2376,Cluster 5,2014-01,35,1,34,-30.022727272727266
2377,Cluster 5,2014-02,39,1,38,-10.954545454545453
2378,Cluster 5,2014-03,39,0,39,-16.772727272727273
2379,Cluster 5,2014-04,35,3,32,-27.159090909090907
2380,Cluster 5,2014-05,58,2,56,-13.86363636363636
2381,Cluster 5,2014-06,54,0,54,-22.068181818181813
2382,Cluster 5,2014-07,58,2,56,-26.159090909090907
2383,Cluster 5,2014-08,67,0,67,-20.0
2384,Cluster 5,2014-09,70,0,70,-14.11363636363636
2385,Cluster 5,2014-10,63,2,61,-24.090909090909093
2386,Cluster 5,2014-11,56,3,53,-19.431818181818187
2387,Cluster 5,2014-12,53,1,52,-16.5
2388,Cluster 5,2015-01,34,2,32,-31.272727272727266
2389,Cluster 5,2015-02,37,0,37,-5.9090909090909065
2390,Cluster 5,2015-03,49,2,47,-7.25
2391,Cluster 5,2015-04,71,2,69,4.454545454545453
2392,Cluster 5,2015-05,58,2,56,-17.909090909090907
2393,Cluster 5,2015-06,54,2,52,-23.295454545454547
2394,Cluster 5,2015-07,77,5,72,-5.5
2395,Cluster 5,2015-08,66,2,64,-12.568181818181813
2396,Cluster 5,2015-09,65,2,63,-8.818181818181813
2397,Cluster 5,2015-10,67,6,61,-10.227272727272734
2398,Cluster 5,2015-11,62,2,60,-9.090909090909093
2399,Cluster 5,2015-12,53,2,51,-23.38636363636364
2400,Cluster 6,2011-01,162,3,159,110.77272727272728
2401,Cluster 6,2011-02,158,2,156,109.6590909090909
2402,Cluster 6,2011-03,208,4,204,149.97727272727272
2403,Cluster 6,2011-04,185,7,178,129.88636363636363
2404,Cluster 6,2011-05,180,5,175,115.72727272727273
2405,Cluster 6,2011-06,174,4,170,107.06818181818181
2406,Cluster 6,2011-07,187,5,182,118.47727272727273
2407,Cluster 6,2011-08,201,9,192,133.38636363636363
2408,Cluster 6,2011-09,156,5,151,88.63636363636364
2409,Cluster 6,2011-10,175,5,170,101.06818181818181
2410,Cluster 6,2011-11,199,6,193,130.63636363636363
2411,Cluster 6,2011-12,204,3,201,134.4318181818182
2412,Cluster 6,2012-01,191,1,190,123.54545454545455
2413,Cluster 6,2012-02,161,3,158,106.93181818181819
2414,Cluster 6,2012-03,194,7,187,137.13636363636363
2415,Cluster 6,2012-04,151,5,146,92.79545454545455
2416,Cluster 6,2012-05,176,11,165,109.43181818181819
2417,Cluster 6,2012-06,196,11,185,128.20454545454544
2418,Cluster 6,2012-07,184,9,175,110.81818181818181
2419,Cluster 6,2012-08,180,4,176,102.3409090909091
2420,Cluster 6,2012-09,166,6,160,95.8409090909091
2421,Cluster 6,2012-10,184,7,177,109.38636363636364
2422,Cluster 6,2012-11,184,4,180,118.56818181818181
2423,Cluster 6,2012-12,180,9,171,112.3409090909091
2424,Cluster 6,2013-01,184,2,182,120.27272727272728
2425,Cluster 6,2013-02,130,5,125,79.20454545454545
2426,Cluster 6,2013-03,138,3,135,79.52272727272728
2427,Cluster 6,2013-04,158,4,154,96.54545454545455
2428,Cluster 6,2013-05,162,4,158,89.63636363636364
2429,Cluster 6,2013-06,140,6,134,67.72727272727273
2430,Cluster 6,2013-07,151,3,148,78.68181818181819
2431,Cluster 6,2013-08,159,3,156,84.61363636363636
2432,Cluster 6,2013-09,154,4,150,77.88636363636364
2433,Cluster 6,2013-10,162,5,157,87.54545454545455
2434,Cluster 6,2013-11,151,8,143,84.02272727272727
2435,Cluster 6,2013-12,155,5,150,86.38636363636364
2436,Cluster 6,2014-01,166,3,163,100.97727272727273
2437,Cluster 6,2014-02,112,6,106,62.04545454545455
2438,Cluster 6,2014-03,118,6,112,62.22727272727273
2439,Cluster 6,2014-04,116,3,113,53.84090909090909
2440,Cluster 6,2014-05,132,5,127,60.13636363636364
2441,Cluster 6,2014-06,140,6,134,63.93181818181819
2442,Cluster 6,2014-07,181,5,176,96.8409090909091
2443,Cluster 6,2014-08,241,7,234,154.0
2444,Cluster 6,2014-09,200,5,195,115.88636363636364
2445,Cluster 6,2014-10,185,10,175,97.9090909090909
2446,Cluster 6,2014-11,162,5,157,86.56818181818181
2447,Cluster 6,2014-12,157,6,151,87.5
2448,Cluster 6,2015-01,133,0,133,67.72727272727273
2449,Cluster 6,2015-02,85,4,81,42.09090909090909
2450,Cluster 6,2015-03,128,5,123,71.75
2451,Cluster 6,2015-04,139,6,133,72.45454545454545
2452,Cluster 6,2015-05,157,8,149,81.0909090909091
2453,Cluster 6,2015-06,177,6,171,99.70454545454545
2454,Cluster 6,2015-07,187,7,180,104.5
2455,Cluster 6,2015-08,201,6,195,122.43181818181819
2456,Cluster 6,2015-09,176,9,167,102.18181818181819
2457,Cluster 6,2015-10,217,5,212,139.77272727272725
2458,Cluster 6,2015-11,205,5,200,133.9090909090909
2459,Cluster 6,2015-12,241,5,236,164.61363636363637
2460,Cluster 7,2011-01,60,3,57,8.772727272727273
2461,Cluster 7,2011-02,69,1,68,20.659090909090907
2462,Cluster 7,2011-03,94,4,90,35.97727272727273
2463,Cluster 7,2011-04,76,4,72,20.886363636363633
2464,Cluster 7,2011-05,86,10,76,21.727272727272734
2465,Cluster 7,2011-06,74,7,67,7.068181818181813
2466,Cluster 7,2011-07,88,2,86,19.477272727272734
2467,Cluster 7,2011-08,86,6,80,18.38636363636364
2468,Cluster 7,2011-09,73,3,70,5.63636363636364
2469,Cluster 7,2011-10,114,7,107,40.06818181818181
2470,Cluster 7,2011-11,103,4,99,34.63636363636364
2471,Cluster 7,2011-12,109,5,104,39.43181818181819
2472,Cluster 7,2012-01,99,5,94,31.545454545454547
2473,Cluster 7,2012-02,105,7,98,50.93181818181818
2474,Cluster 7,2012-03,87,1,86,30.136363636363633
2475,Cluster 7,2012-04,91,4,87,32.79545454545455
2476,Cluster 7,2012-05,102,5,97,35.43181818181819
2477,Cluster 7,2012-06,107,5,102,39.20454545454545
2478,Cluster 7,2012-07,114,4,110,40.81818181818181
