0,11.113691789571478
1,14.55112409777797
2,5.118198874296436
3,-0.5492493592090809
4,8.209812394027239
5,-0.10794972627033694
6,8.242800482841869
7,13.906885641102908
8,-4.83991683991684
9,7.979300559218763
10,4.497552070367605
11,3.195816385822196
12,5.045944653954427
13,10.660744031093836
14,-0.5813433503264467
15,-6.58193372673627
16,10.574918081620496
17,8.9913256227758
18,14.042553191489363
19,13.264845337547978
20,10.752205772394198
21,6.339468302658487
22,5.556115252871248
23,15.712166172106826
24,11.213100624865332
25,3.1504181464085237
26,53.248876174908055
27,13.285229202037351
28,-23.382045929018787
29,19.961444093936205
30,3.9976908644826095
31,0.5224726173989677
32,16.936441936441938
33,10.75866803982149
34,-5.604075691411936
35,22.55628583414907
36,4.618758869823249
37,4.079710144927536
38,16.343783022190912
39,-2.6286037309214247
40,10.058349541539316
41,10.704225352112676
42,13.776295536172395
43,35.844244176160515
44,inf
45,
